depdom,ADEC,MDEC,JDEC,dc_j
32,2019,4,23,5
32,2019,4,24,10
32,2019,4,25,6
32,2019,4,26,6
32,2019,4,27,7
32,2019,4,28,4
32,2019,4,29,8
32,2019,4,30,5
32,2019,5,1,7
32,2019,5,2,6
32,2019,5,3,7
32,2019,5,4,7
32,2019,5,5,3
32,2019,5,6,7
32,2019,5,7,5
32,2019,5,8,6
32,2019,5,9,6
32,2019,5,10,8
32,2019,5,11,12
32,2019,5,12,4
32,2019,5,13,7
32,2019,5,14,3
32,2019,5,15,3
32,2019,5,16,10
32,2019,5,17,9
32,2019,5,18,9
32,2019,5,19,5
32,2019,5,20,5
32,2019,5,21,2
32,2019,5,22,7
32,2019,5,23,10
32,2019,5,24,5
32,2019,5,25,5
32,2019,5,26,5
32,2019,5,27,4
32,2019,5,28,5
32,2019,5,29,7
32,2019,5,30,6
32,2019,5,31,2
32,2019,6,1,3
32,2019,6,2,6
32,2019,6,3,2
32,2019,6,4,4
32,2019,6,5,4
32,2019,6,6,11
32,2019,6,7,5
32,2019,6,8,6
32,2019,6,9,4
32,2019,6,10,4
32,2019,6,11,4
32,2019,6,12,10
32,2019,6,13,8
32,2019,6,14,5
32,2019,6,15,2
32,2019,6,16,3
32,2019,6,17,8
32,2019,6,18,2
32,2019,6,19,8
32,2019,6,20,7
32,2019,6,21,6
32,2019,6,22,3
32,2019,6,23,3
32,2019,6,24,9
32,2019,6,25,5
32,2019,6,26,9
32,2019,6,27,8
32,2019,6,28,5
32,2019,6,29,10
32,2019,6,30,5
32,2019,7,1,8
32,2019,7,2,3
32,2019,7,3,5
32,2019,7,4,5
32,2019,7,5,7
32,2019,7,6,5
32,2019,7,7,9
32,2019,7,8,8
32,2019,7,9,8
32,2019,7,10,9
32,2019,7,11,8
32,2019,7,12,5
32,2019,7,13,6
32,2019,7,14,5
32,2019,7,15,8
32,2019,7,16,4
32,2019,7,17,8
32,2019,7,18,10
32,2019,7,19,7
32,2019,7,20,2
32,2019,7,21,10
32,2019,7,22,4
32,2019,7,23,9
32,2019,7,24,9
32,2019,7,25,5
32,2019,7,26,7
32,2019,7,27,8
32,2019,7,28,10
32,2019,7,29,6
32,2019,7,30,5
32,2019,7,31,5
32,2019,8,1,8
32,2019,8,2,7
32,2019,8,3,6
32,2019,8,4,8
32,2019,8,5,2
32,2019,8,6,9
32,2019,8,7,2
32,2019,8,8,4
32,2019,8,9,9
32,2019,8,10,2
32,2019,8,11,5
32,2019,8,12,10
32,2019,8,13,6
32,2019,8,14,6
32,2019,8,15,9
32,2019,8,16,5
32,2019,8,17,3
32,2019,8,18,3
32,2019,8,19,6
32,2019,8,20,10
32,2019,8,21,6
32,2019,8,22,3
32,2019,8,23,7
32,2019,8,24,8
32,2019,8,25,3
32,2019,8,26,12
32,2019,8,27,1
32,2019,8,28,5
32,2019,8,29,10
32,2019,8,30,8
32,2019,8,31,11
32,2019,9,1,6
32,2019,9,2,6
32,2019,9,3,5
32,2019,9,4,6
32,2019,9,5,5
32,2019,9,6,6
32,2019,9,7,4
32,2019,9,8,3
32,2019,9,9,7
32,2019,9,10,7
32,2019,9,11,4
32,2019,9,12,8
32,2019,9,13,2
32,2019,9,14,5
32,2019,9,15,3
32,2019,9,16,5
32,2019,9,17,12
32,2019,9,18,6
32,2019,9,19,7
32,2019,9,20,6
32,2019,9,21,7
32,2019,9,22,4
32,2019,9,23,4
32,2019,9,24,6
32,2019,9,25,5
32,2019,9,26,7
32,2019,9,27,7
32,2019,9,28,5
32,2019,9,29,11
32,2019,9,30,6
32,2019,10,1,6
32,2019,10,2,7
32,2019,10,3,6
32,2019,10,4,10
32,2019,10,5,5
32,2019,10,6,9
32,2019,10,7,7
32,2019,10,8,2
32,2019,10,9,7
32,2019,10,10,11
32,2019,10,11,8
32,2019,10,12,6
32,2019,10,13,8
32,2019,10,14,6
32,2019,10,15,3
32,2019,10,16,4
32,2019,10,17,4
32,2019,10,18,13
32,2019,10,19,4
32,2019,10,20,7
32,2019,10,21,3
32,2019,10,22,3
32,2019,10,23,7
32,2019,10,24,6
32,2019,10,25,9
32,2019,10,26,6
32,2019,10,27,8
32,2019,10,28,12
32,2019,10,29,8
32,2019,10,30,11
32,2019,10,31,5
32,2019,11,1,6
32,2019,11,2,6
32,2019,11,3,6
32,2019,11,4,8
32,2019,11,5,10
32,2019,11,6,6
32,2019,11,7,8
32,2019,11,8,7
32,2019,11,9,9
32,2019,11,10,6
32,2019,11,11,4
32,2019,11,12,7
32,2019,11,13,6
32,2019,11,14,6
32,2019,11,15,6
32,2019,11,16,6
32,2019,11,17,3
32,2019,11,18,6
32,2019,11,19,5
32,2019,11,20,7
32,2019,11,21,10
32,2019,11,22,12
32,2019,11,23,6
32,2019,11,24,3
32,2019,11,25,6
32,2019,11,26,7
32,2019,11,27,7
32,2019,11,28,3
32,2019,11,29,6
32,2019,11,30,5
32,2019,12,1,7
32,2019,12,2,10
32,2019,12,3,5
32,2019,12,4,5
32,2019,12,5,9
32,2019,12,6,10
32,2019,12,7,4
32,2019,12,8,6
32,2019,12,9,8
32,2019,12,10,8
32,2019,12,11,9
32,2019,12,12,10
32,2019,12,13,7
32,2019,12,14,8
32,2019,12,15,5
32,2019,12,16,6
32,2019,12,17,12
32,2019,12,18,4
32,2019,12,19,6
32,2019,12,20,6
32,2019,12,21,7
32,2019,12,22,9
32,2019,12,23,4
32,2019,12,24,5
32,2019,12,25,8
32,2019,12,26,3
32,2019,12,27,7
32,2019,12,28,9
32,2019,12,29,7
32,2019,12,30,9
32,2019,12,31,7
33,2018,1,1,41
33,2018,1,2,50
33,2018,1,3,42
33,2018,1,4,41
33,2018,1,5,46
33,2018,1,6,35
33,2018,1,7,39
33,2018,1,8,37
33,2018,1,9,36
33,2018,1,10,55
33,2018,1,11,30
33,2018,1,12,46
33,2018,1,13,38
33,2018,1,14,40
33,2018,1,15,43
33,2018,1,16,42
33,2018,1,17,43
33,2018,1,18,36
33,2018,1,19,39
33,2018,1,20,43
33,2018,1,21,32
33,2018,1,22,39
33,2018,1,23,41
33,2018,1,24,53
33,2018,1,25,42
33,2018,1,26,42
33,2018,1,27,32
33,2018,1,28,49
33,2018,1,29,39
33,2018,1,30,51
33,2018,1,31,46
33,2018,2,1,41
33,2018,2,2,39
33,2018,2,3,35
33,2018,2,4,46
33,2018,2,5,32
33,2018,2,6,49
33,2018,2,7,33
33,2018,2,8,42
33,2018,2,9,43
33,2018,2,10,57
33,2018,2,11,45
33,2018,2,12,32
33,2018,2,13,42
33,2018,2,14,39
33,2018,2,15,40
33,2018,2,16,49
33,2018,2,17,40
33,2018,2,18,40
33,2018,2,19,59
33,2018,2,20,51
33,2018,2,21,54
33,2018,2,22,38
33,2018,2,23,47
33,2018,2,24,49
33,2018,2,25,43
33,2018,2,26,44
33,2018,2,27,54
33,2018,2,28,46
33,2018,3,1,46
33,2018,3,2,53
33,2018,3,3,49
33,2018,3,4,34
33,2018,3,5,61
33,2018,3,6,38
33,2018,3,7,34
33,2018,3,8,48
33,2018,3,9,53
33,2018,3,10,57
33,2018,3,11,36
33,2018,3,12,43
33,2018,3,13,42
33,2018,3,14,41
33,2018,3,15,34
33,2018,3,16,62
33,2018,3,17,25
33,2018,3,18,36
33,2018,3,19,28
33,2018,3,20,60
33,2018,3,21,41
33,2018,3,22,40
33,2018,3,23,46
33,2018,3,24,57
33,2018,3,25,46
33,2018,3,26,43
33,2018,3,27,38
33,2018,3,28,30
33,2018,3,29,31
33,2018,3,30,48
33,2018,3,31,40
33,2018,4,1,33
33,2018,4,2,40
33,2018,4,3,49
33,2018,4,4,37
33,2018,4,5,31
33,2018,4,6,43
33,2018,4,7,40
33,2018,4,8,44
33,2018,4,9,34
33,2018,4,10,43
33,2018,4,11,35
33,2018,4,12,38
33,2018,4,13,45
33,2018,4,14,35
33,2018,4,15,43
33,2018,4,16,45
33,2018,4,17,27
33,2018,4,18,35
33,2018,4,19,26
33,2018,4,20,45
33,2018,4,21,39
33,2018,4,22,27
33,2018,4,23,29
33,2018,4,24,35
33,2018,4,25,36
33,2018,4,26,30
33,2018,4,27,27
33,2018,4,28,27
33,2018,4,29,38
33,2018,4,30,30
33,2018,5,1,30
33,2018,5,2,43
33,2018,5,3,23
33,2018,5,4,37
33,2018,5,5,29
33,2018,5,6,35
33,2018,5,7,35
33,2018,5,8,33
33,2018,5,9,35
33,2018,5,10,38
33,2018,5,11,30
33,2018,5,12,36
33,2018,5,13,37
33,2018,5,14,42
33,2018,5,15,30
33,2018,5,16,33
33,2018,5,17,36
33,2018,5,18,47
33,2018,5,19,36
33,2018,5,20,35
33,2018,5,21,39
33,2018,5,22,38
33,2018,5,23,40
33,2018,5,24,38
33,2018,5,25,32
33,2018,5,26,41
33,2018,5,27,36
33,2018,5,28,34
33,2018,5,29,37
33,2018,5,30,30
33,2018,5,31,30
33,2018,6,1,24
33,2018,6,2,44
33,2018,6,3,34
33,2018,6,4,31
33,2018,6,5,26
33,2018,6,6,33
33,2018,6,7,21
33,2018,6,8,42
33,2018,6,9,41
33,2018,6,10,32
33,2018,6,11,30
33,2018,6,12,31
33,2018,6,13,39
33,2018,6,14,32
33,2018,6,15,32
33,2018,6,16,28
33,2018,6,17,30
33,2018,6,18,23
33,2018,6,19,35
33,2018,6,20,36
33,2018,6,21,40
33,2018,6,22,36
33,2018,6,23,28
33,2018,6,24,40
33,2018,6,25,36
33,2018,6,26,31
33,2018,6,27,52
33,2018,6,28,46
33,2018,6,29,33
33,2018,6,30,30
33,2018,7,1,25
33,2018,7,2,37
33,2018,7,3,48
33,2018,7,4,36
33,2018,7,5,36
33,2018,7,6,28
33,2018,7,7,35
33,2018,7,8,41
33,2018,7,9,38
33,2018,7,10,39
33,2018,7,11,33
33,2018,7,12,32
33,2018,7,13,31
33,2018,7,14,36
33,2018,7,15,39
33,2018,7,16,34
33,2018,7,17,37
33,2018,7,18,37
33,2018,7,19,41
33,2018,7,20,36
33,2018,7,21,29
33,2018,7,22,31
33,2018,7,23,27
33,2018,7,24,43
33,2018,7,25,55
33,2018,7,26,34
33,2018,7,27,38
33,2018,7,28,42
33,2018,7,29,44
33,2018,7,30,34
33,2018,7,31,36
33,2018,8,1,36
33,2018,8,2,33
33,2018,8,3,31
33,2018,8,4,36
33,2018,8,5,26
33,2018,8,6,40
33,2018,8,7,38
33,2018,8,8,37
33,2018,8,9,35
33,2018,8,10,33
33,2018,8,11,26
33,2018,8,12,30
33,2018,8,13,31
33,2018,8,14,25
33,2018,8,15,31
33,2018,8,16,48
33,2018,8,17,25
33,2018,8,18,34
33,2018,8,19,25
33,2018,8,20,39
33,2018,8,21,37
33,2018,8,22,34
33,2018,8,23,43
33,2018,8,24,27
33,2018,8,25,33
33,2018,8,26,29
33,2018,8,27,33
33,2018,8,28,34
33,2018,8,29,32
33,2018,8,30,28
33,2018,8,31,35
33,2018,9,1,27
33,2018,9,2,37
33,2018,9,3,40
33,2018,9,4,31
33,2018,9,5,23
33,2018,9,6,21
33,2018,9,7,37
33,2018,9,8,38
33,2018,9,9,35
33,2018,9,10,37
33,2018,9,11,38
33,2018,9,12,34
33,2018,9,13,21
33,2018,9,14,39
33,2018,9,15,26
33,2018,9,16,35
33,2018,9,17,28
33,2018,9,18,35
33,2018,9,19,36
33,2018,9,20,43
33,2018,9,21,34
33,2018,9,22,30
33,2018,9,23,34
33,2018,9,24,34
33,2018,9,25,30
33,2018,9,26,38
33,2018,9,27,36
33,2018,9,28,32
33,2018,9,29,30
33,2018,9,30,34
33,2018,10,1,38
33,2018,10,2,28
33,2018,10,3,39
33,2018,10,4,38
33,2018,10,5,40
33,2018,10,6,46
33,2018,10,7,38
33,2018,10,8,41
33,2018,10,9,48
33,2018,10,10,41
33,2018,10,11,33
33,2018,10,12,32
33,2018,10,13,38
33,2018,10,14,32
33,2018,10,15,44
33,2018,10,16,26
33,2018,10,17,40
33,2018,10,18,38
33,2018,10,19,37
33,2018,10,20,38
33,2018,10,21,20
33,2018,10,22,37
33,2018,10,23,34
33,2018,10,24,33
33,2018,10,25,35
33,2018,10,26,28
33,2018,10,27,33
33,2018,10,28,34
33,2018,10,29,20
33,2018,10,30,33
33,2018,10,31,43
33,2018,11,1,45
33,2018,11,2,51
33,2018,11,3,35
33,2018,11,4,41
33,2018,11,5,42
33,2018,11,6,35
33,2018,11,7,30
33,2018,11,8,47
33,2018,11,9,53
33,2018,11,10,36
33,2018,11,11,30
33,2018,11,12,39
33,2018,11,13,36
33,2018,11,14,26
33,2018,11,15,41
33,2018,11,16,45
33,2018,11,17,30
33,2018,11,18,34
33,2018,11,19,31
33,2018,11,20,40
33,2018,11,21,33
33,2018,11,22,46
33,2018,11,23,39
33,2018,11,24,38
33,2018,11,25,37
33,2018,11,26,41
33,2018,11,27,38
33,2018,11,28,46
33,2018,11,29,36
33,2018,11,30,40
33,2018,12,1,44
33,2018,12,2,30
33,2018,12,3,43
33,2018,12,4,35
33,2018,12,5,39
33,2018,12,6,40
33,2018,12,7,41
33,2018,12,8,29
33,2018,12,9,37
33,2018,12,10,34
33,2018,12,11,38
33,2018,12,12,37
33,2018,12,13,39
33,2018,12,14,41
33,2018,12,15,37
33,2018,12,16,37
33,2018,12,17,40
33,2018,12,18,30
33,2018,12,19,43
33,2018,12,20,44
33,2018,12,21,44
33,2018,12,22,40
33,2018,12,23,35
33,2018,12,24,29
33,2018,12,25,42
33,2018,12,26,30
33,2018,12,27,31
33,2018,12,28,44
33,2018,12,29,44
33,2018,12,30,38
33,2018,12,31,51
33,2019,1,1,36
33,2019,1,2,45
33,2019,1,3,39
33,2019,1,4,42
33,2019,1,5,48
33,2019,1,6,39
33,2019,1,7,46
33,2019,1,8,38
33,2019,1,9,33
33,2019,1,10,51
33,2019,1,11,56
33,2019,1,12,54
33,2019,1,13,47
33,2019,1,14,39
33,2019,1,15,49
33,2019,1,16,43
33,2019,1,17,45
33,2019,1,18,31
33,2019,1,19,44
33,2019,1,20,46
33,2019,1,21,45
33,2019,1,22,42
33,2019,1,23,46
33,2019,1,24,47
33,2019,1,25,43
33,2019,1,26,55
33,2019,1,27,38
33,2019,1,28,59
33,2019,1,29,47
33,2019,1,30,42
33,2019,1,31,38
33,2019,2,1,52
33,2019,2,2,36
33,2019,2,3,35
33,2019,2,4,40
33,2019,2,5,39
33,2019,2,6,51
33,2019,2,7,41
33,2019,2,8,40
33,2019,2,9,29
33,2019,2,10,33
33,2019,2,11,42
33,2019,2,12,58
33,2019,2,13,37
33,2019,2,14,42
33,2019,2,15,45
33,2019,2,16,55
33,2019,2,17,49
33,2019,2,18,48
33,2019,2,19,42
33,2019,2,20,47
33,2019,2,21,40
33,2019,2,22,34
33,2019,2,23,34
33,2019,2,24,49
33,2019,2,25,41
33,2019,2,26,45
33,2019,2,27,51
33,2019,2,28,39
33,2019,3,1,36
33,2019,3,2,40
33,2019,3,3,52
33,2019,3,4,35
33,2019,3,5,43
33,2019,3,6,47
33,2019,3,7,45
33,2019,3,8,44
33,2019,3,9,41
33,2019,3,10,48
33,2019,3,11,33
33,2019,3,12,31
33,2019,3,13,33
33,2019,3,14,30
33,2019,3,15,37
33,2019,3,16,33
33,2019,3,17,26
33,2019,3,18,45
33,2019,3,19,40
33,2019,3,20,34
33,2019,3,21,50
33,2019,3,22,44
33,2019,3,23,32
33,2019,3,24,29
33,2019,3,25,35
33,2019,3,26,31
33,2019,3,27,48
33,2019,3,28,41
33,2019,3,29,42
33,2019,3,30,32
33,2019,3,31,40
33,2019,4,1,42
33,2019,4,2,33
33,2019,4,3,45
33,2019,4,4,34
33,2019,4,5,32
33,2019,4,6,36
33,2019,4,7,40
33,2019,4,8,37
33,2019,4,9,25
33,2019,4,10,47
33,2019,4,11,38
33,2019,4,12,45
33,2019,4,13,22
33,2019,4,14,42
33,2019,4,15,40
33,2019,4,16,28
33,2019,4,17,39
33,2019,4,18,39
33,2019,4,19,37
33,2019,4,20,41
33,2019,4,21,29
33,2019,4,22,33
33,2019,4,23,27
33,2019,4,24,38
33,2019,4,25,32
33,2019,4,26,34
33,2019,4,27,41
33,2019,4,28,34
33,2019,4,29,28
33,2019,4,30,34
33,2019,5,1,33
33,2019,5,2,35
33,2019,5,3,36
33,2019,5,4,36
33,2019,5,5,40
33,2019,5,6,46
33,2019,5,7,28
33,2019,5,8,36
33,2019,5,9,35
33,2019,5,10,34
33,2019,5,11,44
33,2019,5,12,48
33,2019,5,13,39
33,2019,5,14,38
33,2019,5,15,41
33,2019,5,16,38
33,2019,5,17,44
33,2019,5,18,49
33,2019,5,19,44
33,2019,5,20,50
33,2019,5,21,29
33,2019,5,22,34
33,2019,5,23,43
33,2019,5,24,35
33,2019,5,25,29
33,2019,5,26,29
33,2019,5,27,39
33,2019,5,28,39
33,2019,5,29,35
33,2019,5,30,37
33,2019,5,31,37
33,2019,6,1,42
33,2019,6,2,37
33,2019,6,3,35
33,2019,6,4,40
33,2019,6,5,28
33,2019,6,6,39
33,2019,6,7,31
33,2019,6,8,36
33,2019,6,9,36
33,2019,6,10,28
33,2019,6,11,30
33,2019,6,12,39
33,2019,6,13,32
33,2019,6,14,31
33,2019,6,15,44
33,2019,6,16,24
33,2019,6,17,34
33,2019,6,18,34
33,2019,6,19,42
33,2019,6,20,40
33,2019,6,21,39
33,2019,6,22,26
33,2019,6,23,28
33,2019,6,24,31
33,2019,6,25,32
33,2019,6,26,42
33,2019,6,27,37
33,2019,6,28,41
33,2019,6,29,24
33,2019,6,30,26
33,2019,7,1,38
33,2019,7,2,48
33,2019,7,3,24
33,2019,7,4,31
33,2019,7,5,36
33,2019,7,6,36
33,2019,7,7,30
33,2019,7,8,27
33,2019,7,9,38
33,2019,7,10,38
33,2019,7,11,34
33,2019,7,12,39
33,2019,7,13,35
33,2019,7,14,21
33,2019,7,15,41
33,2019,7,16,27
33,2019,7,17,41
33,2019,7,18,36
33,2019,7,19,26
33,2019,7,20,30
33,2019,7,21,34
33,2019,7,22,49
33,2019,7,23,27
33,2019,7,24,46
33,2019,7,25,29
33,2019,7,26,43
33,2019,7,27,41
33,2019,7,28,30
33,2019,7,29,34
33,2019,7,30,38
33,2019,7,31,31
33,2019,8,1,31
33,2019,8,2,46
33,2019,8,3,41
33,2019,8,4,30
33,2019,8,5,41
33,2019,8,6,36
33,2019,8,7,28
33,2019,8,8,32
33,2019,8,9,28
33,2019,8,10,33
33,2019,8,11,27
33,2019,8,12,33
33,2019,8,13,34
33,2019,8,14,36
33,2019,8,15,29
33,2019,8,16,28
33,2019,8,17,25
33,2019,8,18,40
33,2019,8,19,40
33,2019,8,20,45
33,2019,8,21,33
33,2019,8,22,26
33,2019,8,23,52
33,2019,8,24,31
33,2019,8,25,43
33,2019,8,26,33
33,2019,8,27,28
33,2019,8,28,42
33,2019,8,29,33
33,2019,8,30,33
33,2019,8,31,36
33,2019,9,1,24
33,2019,9,2,48
33,2019,9,3,37
33,2019,9,4,31
33,2019,9,5,33
33,2019,9,6,35
33,2019,9,7,34
33,2019,9,8,29
33,2019,9,9,22
33,2019,9,10,29
33,2019,9,11,47
33,2019,9,12,42
33,2019,9,13,37
33,2019,9,14,33
33,2019,9,15,42
33,2019,9,16,39
33,2019,9,17,22
33,2019,9,18,33
33,2019,9,19,44
33,2019,9,20,41
33,2019,9,21,52
33,2019,9,22,27
33,2019,9,23,45
33,2019,9,24,39
33,2019,9,25,39
33,2019,9,26,26
33,2019,9,27,34
33,2019,9,28,26
33,2019,9,29,37
33,2019,9,30,40
33,2019,10,1,42
33,2019,10,2,36
33,2019,10,3,45
33,2019,10,4,34
33,2019,10,5,37
33,2019,10,6,43
33,2019,10,7,32
33,2019,10,8,36
33,2019,10,9,36
33,2019,10,10,35
33,2019,10,11,48
33,2019,10,12,37
33,2019,10,13,32
33,2019,10,14,35
33,2019,10,15,39
33,2019,10,16,44
33,2019,10,17,48
33,2019,10,18,35
33,2019,10,19,42
33,2019,10,20,35
33,2019,10,21,46
33,2019,10,22,32
33,2019,10,23,45
33,2019,10,24,37
33,2019,10,25,47
33,2019,10,26,36
33,2019,10,27,42
33,2019,10,28,36
33,2019,10,29,34
33,2019,10,30,34
33,2019,10,31,41
33,2019,11,1,29
33,2019,11,2,38
33,2019,11,3,46
33,2019,11,4,39
33,2019,11,5,35
33,2019,11,6,29
33,2019,11,7,36
33,2019,11,8,36
33,2019,11,9,45
33,2019,11,10,35
33,2019,11,11,30
33,2019,11,12,45
33,2019,11,13,32
33,2019,11,14,34
33,2019,11,15,38
33,2019,11,16,37
33,2019,11,17,42
33,2019,11,18,32
33,2019,11,19,44
33,2019,11,20,36
33,2019,11,21,29
33,2019,11,22,51
33,2019,11,23,33
33,2019,11,24,43
33,2019,11,25,46
33,2019,11,26,41
33,2019,11,27,45
33,2019,11,28,39
33,2019,11,29,40
33,2019,11,30,27
33,2019,12,1,44
33,2019,12,2,50
33,2019,12,3,39
33,2019,12,4,33
33,2019,12,5,35
33,2019,12,6,31
33,2019,12,7,37
33,2019,12,8,35
33,2019,12,9,40
33,2019,12,10,40
33,2019,12,11,37
33,2019,12,12,52
33,2019,12,13,40
33,2019,12,14,39
33,2019,12,15,38
33,2019,12,16,38
33,2019,12,17,46
33,2019,12,18,45
33,2019,12,19,41
33,2019,12,20,40
33,2019,12,21,41
33,2019,12,22,36
33,2019,12,23,44
33,2019,12,24,44
33,2019,12,25,38
33,2019,12,26,40
33,2019,12,27,34
33,2019,12,28,46
33,2019,12,29,44
33,2019,12,30,48
33,2019,12,31,53
34,2018,1,1,42
34,2018,1,2,51
34,2018,1,3,39
34,2018,1,4,44
34,2018,1,5,46
34,2018,1,6,37
34,2018,1,7,51
34,2018,1,8,57
34,2018,1,9,45
34,2018,1,10,33
34,2018,1,11,50
34,2018,1,12,34
34,2018,1,13,38
34,2018,1,14,47
34,2018,1,15,24
34,2018,1,16,29
34,2018,1,17,29
34,2018,1,18,32
34,2018,1,19,33
34,2018,1,20,30
34,2018,1,21,33
34,2018,1,22,48
34,2018,1,23,31
34,2018,1,24,33
34,2018,1,25,28
34,2018,1,26,37
34,2018,1,27,33
34,2018,1,28,23
34,2018,1,29,17
34,2018,1,30,38
34,2018,1,31,29
34,2018,2,1,24
34,2018,2,2,28
34,2018,2,3,34
34,2018,2,4,28
34,2018,2,5,25
34,2018,2,6,39
34,2018,2,7,38
34,2018,2,8,26
34,2018,2,9,36
34,2018,2,10,36
34,2018,2,11,31
34,2018,2,12,32
34,2018,2,13,27
34,2018,2,14,30
34,2018,2,15,26
34,2018,2,16,36
34,2018,2,17,37
34,2018,2,18,32
34,2018,2,19,30
34,2018,2,20,29
34,2018,2,21,38
34,2018,2,22,29
34,2018,2,23,30
34,2018,2,24,37
34,2018,2,25,31
34,2018,2,26,32
34,2018,2,27,27
34,2018,2,28,32
34,2018,3,1,45
34,2018,3,2,40
34,2018,3,3,34
34,2018,3,4,37
34,2018,3,5,49
34,2018,3,6,40
34,2018,3,7,36
34,2018,3,8,31
34,2018,3,9,31
34,2018,3,10,34
34,2018,3,11,31
34,2018,3,12,41
34,2018,3,13,24
34,2018,3,14,27
34,2018,3,15,33
34,2018,3,16,34
34,2018,3,17,30
34,2018,3,18,27
34,2018,3,19,29
34,2018,3,20,20
34,2018,3,21,26
34,2018,3,22,32
34,2018,3,23,30
34,2018,3,24,34
34,2018,3,25,27
34,2018,3,26,27
34,2018,3,27,39
34,2018,3,28,27
34,2018,3,29,24
34,2018,3,30,32
34,2018,3,31,25
34,2018,4,1,41
34,2018,4,2,16
34,2018,4,3,46
34,2018,4,4,27
34,2018,4,5,28
34,2018,4,6,18
34,2018,4,7,22
34,2018,4,8,35
34,2018,4,9,24
34,2018,4,10,26
34,2018,4,11,21
34,2018,4,12,26
34,2018,4,13,30
34,2018,4,14,26
34,2018,4,15,28
34,2018,4,16,26
34,2018,4,17,31
34,2018,4,18,25
34,2018,4,19,31
34,2018,4,20,31
34,2018,4,21,31
34,2018,4,22,32
34,2018,4,23,21
34,2018,4,24,28
34,2018,4,25,37
34,2018,4,26,27
34,2018,4,27,25
34,2018,4,28,31
34,2018,4,29,33
34,2018,4,30,30
34,2018,5,1,33
34,2018,5,2,21
34,2018,5,3,32
34,2018,5,4,29
34,2018,5,5,30
34,2018,5,6,43
34,2018,5,7,27
34,2018,5,8,27
34,2018,5,9,26
34,2018,5,10,25
34,2018,5,11,16
34,2018,5,12,30
34,2018,5,13,26
34,2018,5,14,26
34,2018,5,15,24
34,2018,5,16,27
34,2018,5,17,23
34,2018,5,18,34
34,2018,5,19,36
34,2018,5,20,25
34,2018,5,21,25
34,2018,5,22,32
34,2018,5,23,37
34,2018,5,24,30
34,2018,5,25,26
34,2018,5,26,27
34,2018,5,27,23
34,2018,5,28,28
34,2018,5,29,26
34,2018,5,30,35
34,2018,5,31,27
34,2018,6,1,28
34,2018,6,2,35
34,2018,6,3,25
34,2018,6,4,28
34,2018,6,5,22
34,2018,6,6,21
34,2018,6,7,24
34,2018,6,8,22
34,2018,6,9,24
34,2018,6,10,37
34,2018,6,11,30
34,2018,6,12,28
34,2018,6,13,30
34,2018,6,14,33
34,2018,6,15,31
34,2018,6,16,27
34,2018,6,17,29
34,2018,6,18,18
34,2018,6,19,21
34,2018,6,20,21
34,2018,6,21,26
34,2018,6,22,19
34,2018,6,23,21
34,2018,6,24,26
34,2018,6,25,31
34,2018,6,26,33
34,2018,6,27,25
34,2018,6,28,29
34,2018,6,29,29
34,2018,6,30,26
34,2018,7,1,30
34,2018,7,2,38
34,2018,7,3,24
34,2018,7,4,27
34,2018,7,5,27
34,2018,7,6,25
34,2018,7,7,28
34,2018,7,8,27
34,2018,7,9,35
34,2018,7,10,23
34,2018,7,11,30
34,2018,7,12,24
34,2018,7,13,30
34,2018,7,14,38
34,2018,7,15,23
34,2018,7,16,35
34,2018,7,17,31
34,2018,7,18,17
34,2018,7,19,35
34,2018,7,20,26
34,2018,7,21,22
34,2018,7,22,25
34,2018,7,23,29
34,2018,7,24,31
34,2018,7,25,30
34,2018,7,26,26
34,2018,7,27,31
34,2018,7,28,22
34,2018,7,29,29
34,2018,7,30,27
34,2018,7,31,30
34,2018,8,1,38
34,2018,8,2,22
34,2018,8,3,35
34,2018,8,4,26
34,2018,8,5,37
34,2018,8,6,34
34,2018,8,7,28
34,2018,8,8,38
34,2018,8,9,30
34,2018,8,10,33
34,2018,8,11,23
34,2018,8,12,28
34,2018,8,13,26
34,2018,8,14,26
34,2018,8,15,29
34,2018,8,16,28
34,2018,8,17,30
34,2018,8,18,30
34,2018,8,19,30
34,2018,8,20,20
34,2018,8,21,27
34,2018,8,22,27
34,2018,8,23,34
34,2018,8,24,37
34,2018,8,25,23
34,2018,8,26,25
34,2018,8,27,35
34,2018,8,28,21
34,2018,8,29,29
34,2018,8,30,30
34,2018,8,31,27
34,2018,9,1,15
34,2018,9,2,18
34,2018,9,3,20
34,2018,9,4,36
34,2018,9,5,28
34,2018,9,6,38
34,2018,9,7,24
34,2018,9,8,28
34,2018,9,9,34
34,2018,9,10,32
34,2018,9,11,30
34,2018,9,12,32
34,2018,9,13,30
34,2018,9,14,26
34,2018,9,15,35
34,2018,9,16,23
34,2018,9,17,37
34,2018,9,18,30
34,2018,9,19,34
34,2018,9,20,27
34,2018,9,21,30
34,2018,9,22,25
34,2018,9,23,23
34,2018,9,24,23
34,2018,9,25,24
34,2018,9,26,28
34,2018,9,27,29
34,2018,9,28,30
34,2018,9,29,27
34,2018,9,30,20
34,2018,10,1,29
34,2018,10,2,23
34,2018,10,3,30
34,2018,10,4,36
34,2018,10,5,21
34,2018,10,6,36
34,2018,10,7,23
34,2018,10,8,31
34,2018,10,9,34
34,2018,10,10,25
34,2018,10,11,28
34,2018,10,12,24
34,2018,10,13,30
34,2018,10,14,21
